cnpj,nome_cia,ativ_princ,receita_2019,res_antes_tl_2019,ir_corr_2019,ativo_total_2019,pl_2019,receita_2018,res_antes_tl_2018,ir_corr_2018,ativo_total_2018,pl_2018,receita_2017,res_antes_tl_2017,ir_corr_2017,ativo_total_2017,pl_2017,receita_2016,res_antes_tl_2016,ir_corr_2016,ativo_total_2016,pl_2016,receita_2015,res_antes_tl_2015,ir_corr_2015,ativo_total_2015,pl_2015,receita_2014,res_antes_tl_2014,ir_corr_2014,ativo_total_2014,pl_2014,receita_2013,res_antes_tl_2013,ir_corr_2013,ativo_total_2013,pl_2013,receita_2012,res_antes_tl_2012,ir_corr_2012,ativo_total_2012,pl_2012,receita_2011,res_antes_tl_2011,ir_corr_2011,ativo_total_2011,pl_2011
75.315.333/0001-09,ATACADÃO S.A.,Comércio Varejista E Atacadista de Mercadorias em Geral; Carga E Descarga; Correspondentes de Instituições Financeiras; Atividades de Teleatendimento; Serviços de Alimentação Entre Outros,60064000,2279000,880000,44912000,14705000,54267000,2756000,880000,36677000,14047000,0,0,0,0,0,47534000,1874000,877000,28328000,8449000,41538000,1578000,567000,26041000,7031000,36751000,1283000,350000,21581000,6108000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04.032.433/0001-80,ATMA PARTICIPAÇÕES S.A.,A Atma Participações S.A. Tem Como Objeto Social A Participação. Direta E Indireta. em Outras Sociedades Comerciais E Civis. Como Sócia. Acionista Ou Quotista. No País Ou No Exterior.,862771,-390090,0,1294998,-165543,1360433,-111672,18664,1358333,83433,1700799,-139821,5968,1640041,-431906,2042605,-312940,12537,2142656,12831,2395671,-358039,12279,2621368,170694,2820201,98684,16301,2653754,395783,3617962,95664,48283,2638616,438249,3620020,79177,59499,2479819,504422,2956199,58902,36183,2647457,498141
00.359.742/0001-08,ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,Holding de Instituições Não Financeiras.,9454,2200,0,14624,5127,7974,7610,0,11238,3014,0,4701,0,5236,-4066,0,-146,0,587,-8131,0,-5,0,577,-7985,0,-1035,0,577,-7980,0,-1623,0,539,-6945,0,-1833,0,513,-23322,0,-469,0,486,-21489
07.857.093/0001-14,AURA MINERALS INC.,Aproveitamento de Jazidas Minerais. Principalmente Por Meio de Exploração E Extração de Minérios. Com Foco em Ouro E Cobre.,898308,64174,0,1412797,788486,570726,211797,0,1167454,675846,503875,50755,0,616197,279797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.351.532/0001-68,AZEVEDO E TRAVASSOS S.A.,Execução de Obras de Construção Pesada Junto à Orgãos Púbicos,1753,-35325,0,55305,-246370,49047,-96541,152,59021,-211783,63770,-92052,16,133417,-78364,122302,-60818,0,159365,5880,288380,2355,0,166971,45152,332742,10480,0,156298,45200,287589,5019,0,152651,40009,218242,6208,0,144503,32180,187672,7647,0,137095,29682
09.305.994/0001-29,AZUL S.A.,Transporte E Logística,11442317,-2536265,2228,19197490,-3519174,9057064,-452926,11224,16094398,-1150038,7704831,414129,-2875,13917116,-390971,6669891,17666,-8731,8400409,1001987,6257866,-1077425,1366,7839164,-392169,5803053,-87464,4368,6239199,416495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00.776.574/0001-56,B2W - COMPANHIA DIGITAL,Comércio Varejista E Atacadista em Geral de Quaisquer Bens E Serviços Através de Diversos Meios. em Especial Da Internet. Sem Restrição A Outros Meios.,6767982,-462696,17745,16056570,5734432,6488473,-589172,20569,13027217,3537115,7120777,-620690,22001,12623127,3905713,8601311,-723199,9702,10241349,3078002,9013779,-406192,34162,9948401,2706133,7963835,-283811,3391,7634965,3079457,6088500,-239902,10657,6613476,829673,4812439,-260370,5822,4786747,969013,0,0,0,0,0
09.346.601/0001-25,B3 S.A. - BRASIL. BOLSA. BALCÃO,Principais Atividades: Administrar Mercados Organizados de Títulos E Valores Mobiliários; Prestar Serviços de Registro. Compensação E Liquidação E de Suporte à Operações de Financiamento,6576507,3339046,193543,40027315,25401233,5351875,2338409,-9684,37672245,25044196,4072109,1577709,93494,37579879,24310014,2320781,1246570,144391,31155875,19076385,2216634,2807222,45558,26308895,18352213,2030433,1646680,104159,25263482,18988403,2131795,1687535,60097,25896659,19298892,2064750,1659791,67314,24147114,19413882,1904684,1588210,49422,23589922,19257491
45.987.245/0001-92,BAHEMA EDUCAÇÃO S.A.,Prestação de Serviços Educacionais. Diretamente Ou Por Meio de Participação em Outras Sociedades. Nas áreas de Educação Pré-escolar. Infantil E Básica (ensino Fundamental Ao Ensino Médio),53058,-10504,322,191099,125066,44106,-2079,487,87699,58105,37635,-2602,1419,104393,63118,0,1820,189,36243,33224,0,1400,0,37409,32826,0,17,150,42535,33493,0,-1584,0,56591,40715,0,-1591,0,62655,50968,0,-2774,0,67386,56835
61.186.680/0001-74,BANCO BMG S.A.,Prática de Todas As Operações Ativas. Passivas E Acessórias Permitidas Nas Normas Legais E Regulamentares Para O Funcionamento Dos Bancos Com Carteira Comercial. de Investimento. Inclusive Câmbio,3512137,389809,0,19573480,13520136,3021879,219842,0,17368931,13184496,2609391,12176,0,16697363,12832578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00.416.968/0001-01,BANCO INTER S.A.,Banco Múltiplo Com Carteira de Crédito. Financiamento. Investimento E Câmbio.,845049,74355,0,10062373,5167,643244,89129,0,5640963,10334,545813,51551,0,3580883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
