nome_cont,nro_proc,ano_fisc,tipo_rec,nro_acordao,dt_secao,relator,decisao,ementa
CAMARGO CORREA S/A,19515.720350/2014-28,2014,RECURSO DE OFÍCIO,1101-001.471,10/08/2010,Relator,"Vistos, relatados e discutidos os presentes autos, Acordam os membros do Colegiado, por unanimidade de votos, em NEGAR provimento ao Recurso de Ofício.
(documento assinado digitalmente)
ROBERTO CAPARROZ DE ALMEIDA - Presidente.
(documento assinado digitalmente)
EVA MARIA LOS - Relator.
Participaram ainda da sessão de julgamento os conselheiros: Roberto Caparroz de Almeida, Eva Maria Los, Ester Marques Lins de Souza, José Carlos de Assis Guimarães, José Roberto Adelino da Silva, Luis Fabiano Alves Penteado e Ronaldo Apelbaum.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2009
AQUISIÇÃO DE BEM. PESSOA NÃO LIGADA.
Descabe a presunção de distribuição disfarçada de lucros no negócio pelo qual a pessoa jurídica adquire bem de pessoa não ligada.

Assunto: Normas de Administração Tributária
Ano-calendário: 2009
Ementa:INTIMAÇÕES. PROCURADOR DO CONTRIBUINTE.
Não há previsão legal para intimações serem enviadas a procurador do contribuinte."
CAMARGO CORREA S/A,19515.720350/2014-28,2014,RECURSO DE OFÍCIO,1201-001.471,10/08/2016,Relator,"Vistos, relatados e discutidos os presentes autos, Acordam os membros do Colegiado, por unanimidade de votos, em NEGAR provimento ao Recurso de Ofício.
ROBERTO CAPARROZ DE ALMEIDA - Presidente.
EVA MARIA LOS - Relator.
Participaram ainda da sessão de julgamento os conselheiros: Ester Marques Lins de Souza, José Carlos de Assis Guimarães, José Roberto Adelino da Silva, Luis Fabiano Alves Penteado e Ronaldo Apelbaum.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2009
AQUISIÇÃO DE BEM. PESSOA NÃO LIGADA.
Descabe a presunção de distribuição disfarçada de lucros no negócio pelo qual a pessoa jurídica adquire bem de pessoa não ligada.

Assunto: Normas de Administração Tributária
Ano-calendário: 2009
Ementa:INTIMAÇÕES. PROCURADOR DO CONTRIBUINTE.
Não há previsão legal para intimações serem enviadas a procurador do contribuinte."
MOVER PARTICIPACOES S.A.,16643.720038/2013-08,2013,RECURSO VOLUNTARIO,1201-001.464,09/08/2016,EVA MARIA LOS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do Colegiado, por maioria de votos, em dar parcial provimento ao Recurso, nos termos da voto da relatora, vencidos os Conselheiros José Roberto e Ronaldo Apelbaum, que lhe davam provimento.
(documento assinado digitalmente)
ROBERTO CAPARROZ DE ALMEIDA - Presidente.
(documento assinado digitalmente)
EVA MARIA LOS - Relator.
Participaram ainda da sessão de julgamento os conselheiros: Roberto Caparroz de Almeida, Eva Maria Los, Ester Marques Lins de Souza, José Carlos de Assis Guimarães, José Roberto Adelino da Silva, Luis Fabiano Alves Penteado e Ronaldo Apelbaum.","Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 2010
AÇÃO JUDICIAL. MESMO OBJETO.
Importa renúncia às instâncias administrativas a propositura pelo sujeito passivo de ação judicial por qualquer modalidade processual, antes ou depois do lançamento de ofício, com o mesmo objeto do processo administrativo, sendo cabível apenas a apreciação, pelo órgão de julgamento administrativo, de matéria distinta da constante do processo judicial.
MATÉRIA SUB JUDICE.
A Recorrente submeteu à apreciação da Justiça a aplicabilidade do art.74 da MP nº 2.158-34, de 2001 e a exigência contida no art. 7°, § 1º, da IN SRF nº 213, de 2002.

Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2010
TRATADO INTERNACIONAL PARA EVITAR BITRIBUTAÇÃO
No momento em que for apurado o lucro no exterior, ele será oferecido à tributação no Brasil, na proporção da participação da empresa brasileira em suas controladas e coligadas estrangeiras; se houve pagamento de tributo no exterior, este será considerado para fins de compensação com o tributo a ser pago no Brasil.
PERDA NA RECUPERAÇÃO DE INVESTIMENTO.
Ajustes introduzidos pela legislação societária para adequar a contabilidade brasileira aos padrões internacionais, entre os quais impairment, ou perda na recuperação do valor do investimento, devem ser desconsiderados para fins de apuração do lucro real.
COMPENSAÇÃO DE PREJUÍZOS FISCAIS
Deve-se cancelar lançamento de ofício a título de indevida compensação de valor inexistente de prejuízos fiscais, se não há nos autos elementos que confirmem a conclusão fiscal.
LUCRO NÃO COMPUTADO NO LUCRO REAL. RECOMPOSIÇÃO DO CÁLCULO DE IRPJ E CSLL
O IRPJ e a CSLL devidos sobre lucro que o contribuinte não havia computado no lucro real devem ser apurados mediante recomposição dos cálculos apresentados na DIPJ, considerando-se as deduções ali contidas e não contestadas na autuação.
IMPOSTOS PAGOS NO EXTERIOR POR CONTROLADA INDIRETA.
Inviável efetuar a compensação de impostos pagos por controlada indireta no exterior, se a Recorrente não apresentou elementos suficientes a provar que a controlada direta (controladora daquelas indiretas) já não os compensou em função de tratado para evitar bitributação existente entre os dois países, o da controlada indireta e da direta, e em virtude de incoerência entre os comprovantes e a apuração apresentada dos ditos impostos.

Assunto: Contribuição Social sobre o Lucro Líquido - CSLL
Ano-calendário: 2010
LANÇAMENTO DECORRENTE.
Aplica-se ao lançamento decorrente, o decidido no principal."
WEG EQUIPAMENTOS ELETRICOS S/A,10920.724138/2012-11,2012,RECURSO DE OFÍCIO,1201-001.490,14/09/2016,EVA MARIA LOS,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do Colegiado, por maioria de votos, em DAR PARCIAL provimento aos Recursos Voluntário e de Ofício. Vencidos os Conselheiros Luis Fabiano e Ronaldo Apelbaum, que davam provimento ao Recurso Voluntário e negavam provimento ao Recurso de Ofício. Fez sustentação oral a Dra. Lidiane Cagnetti e, pela Fazenda Nacional, o Dr. Rodrigo de Macedo e Burgos.
(documento assinado digitalmente)
ROBERTO CAPARROZ DE ALMEIDA - Presidente.
(documento assinado digitalmente)
EVA MARIA LOS - Relator.
Participaram ainda da sessão de julgamento os conselheiros: Roberto Caparroz de Almeida, Eva Maria Los, José Carlos de Assis Guimarães, Luis Fabiano Alves Penteado e Ronaldo Apelbaum.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2007, 2008
TRATADO INTERNACIONAL PARA EVITAR BITRIBUTAÇÃO
A existência de Tratado para Evitar Bitributação, entre o Brasil e outro Estado, não impede a autuação de lucros provenientes do exterior, provenientes desse Estado, pois a partir da fração dos lucros da controlada no exterior a que a controladora tem direito antes de descontado o imposto pago naquele Estado, efetua-se a apuração do IRPJ e CSLL devidos pela controladora no Brasil; dos valores de IRPJ e CSLL apurados, deduz-se o valor do imposto pago pela controlada no exterior; dessa forma, a controlada, é tributada pelo país de residência; a controladora no Brasil, recolhe sobre seus ganhos recebidos do exterior, permitida a compensação do que foi pago no exterior até o limite do devido no Brasil do total de IRPJ mais CSLL.
PREJUÍZOS DE EXERCÍCIOS ANTERIORES. COMPENSAÇÃO.
Os prejuízos apurados por uma controlada ou coligada, no exterior, poderão ser compensados com lucros dessa mesma controlada ou coligada.
RESULTADOS. CONTROLADAS INDIRETAS NO EXTERIOR. CONSOLIDAÇÃO NA CONTROLADA DIRETA.
A controlada no exterior, deverá consolidar os tributos pagos correspondentes a lucros, rendimentos ou ganhos de capital auferidos por meio de outras pessoas jurídicas nas quais tenha participação societária.
RESULTADOS. CONTROLADAS INDIRETAS NO EXTERIOR. NÃO CONSOLIDAÇÃO NA CONTROLADA DIRETA.
Procede a autuação exigindo IRPJ sobre lucros auferidos no exterior por meio de controladas indiretas, se a controlada direta no exterior deixou de consolidar os resultados daquelas e tais lucros não foram adicionados ao lucro real da controladora no Brasil.

Assunto: Contribuição Social sobre o Lucro Líquido - CSLL
Ano-calendário: 2007, 2008
LANÇAMENTO DECORRENTE.
Aplica-se ao lançamento decorrente, o decido no principal.

Assunto: Normas Gerais de Direito Tributário
Ano-calendário: 2007, 2008
JUROS DE MORA SOBRE MULTA. INCIDÊNCIA.
A multa de ofício é parte integrante da obrigação ou crédito tributário e, quando não extinta na data de seu vencimento, está sujeita à incidência de juros."
NOVO MUNDO MOVEIS E UTILIDADES LTDA,10120.731185/2012-37,2012,RECURSO VOLUNTARIO,3402-002.318,25/02/2014,Relator,"Vistos, relatados e discutidos os presentes autos.
ACORDAM os membros do Colegiado, por unanimidade de votos, em não conhecer do recurso para declarar a competência para 1ª Seção de Julgamento do CARF.

(assinado digitalmente)
Gilson Macedo Rosenburg Filho  Presidente Substituto

(assinado digitalmente)
João Carlos Cassuli Junior - Relator

Participaram do julgamento os Conselheiros, GILSON MACEDO ROSENBURG FILHO (Presidente Substituto), FERNANDO LUIZ DA GAMA LOBO DEÇA, LUIZ CARLOS SHIMOYAMA (Suplente), SILVIA DE BRITO OLIVEIRA, PEDRO SOUSA BISPO (Suplente), JOÃO CARLOS CASSULI JUNIOR, FRANCISCO MAURICIO RABELO DE ALBUQUERQUE SILVA, a fim de ser realizada a presente Sessão Ordinária. Ausentes, justificadamente, as conselheiras NAYRA BASTOS MANATTA e SILVIA DE BRITO OLIVEIRA.","Assunto: Processo Administrativo Fiscal
Ano-calendário: 2008, 2009, 2010
INCOMPETÊNCIA. IRPJ. LANÇAMENTO REFLEXO. MÁTERIA QUE DEVE SER JULGADA PELA PRIMEIRA SEÇÃO. RECURSO NÃO CONHECIDO.
Nos termos do Inciso IV, do art. 2º do Anexo II do RICARF, à Primeira Seção de Julgamento compete a análise e julgamento de recursos relativos a matéria que trate de IRPJ e/ou lançamentos reflexos.
Recurso Não conhecido."
EXPORTADORA GERVASIO COMERCIO LTDA,10435.001279/2005-13,2005,NÃO INFORMADO,1201-000.196,10/12/2009,Guilherme Adolfo dos Santos Mendes,"Acordam os membros do colegiado, por unanimidade de votos, rejeitar as preliminares suscitadas e, no mérito, negar provimento ao recurso voluntário, nos termos do relatório e voto que integram o presente julgado.","Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2001, 2002, 2003
Ementa: DESCRIÇÃO FATICA — a alegação de que a descrição Mica não
foi suficientemente minuciosa, o que vicia o lançamento não procede. A acusação foi clara e edificada com elementos suficientes para o sujeito passivo exercer coin plenitude o direito à ampla defesa e ao contraditório.
VENDAS CANCELADAS — a alegação de que a autoridade fiscal, ao
constituir o credito tributário em razão de omissão de vendas, deixou de deduzir as vendas canceladas, deve ser provada e, ainda assim, não enseja a improcedência integral da autuação, mas apenas a sua redução até o montante comprovado."
A.A. DE PAULO & CIA LTDA,15586.001093/2007-16,2007,EMBARGOS DE DECLARAÇÃO,1301-002.135,14/09/2016,ROBERTO SILVA JUNIOR,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em dar provimento parcial aos embargos para sanar a omissão, sem efeitos modificativos, nos termos do relatório e do voto que integram o presente julgado.

(assinado digitalmente)
Waldir Veiga Rocha - Presidente.

(assinado digitalmente)
Roberto Silva Junior - Relator.
Participaram da sessão de julgamento os conselheiros Waldir Veiga Rocha, Flávio Franco Correa, José Eduardo Dornelas Souza, Roberto Silva Junior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo e José Roberto Adelino da Silva.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2004
SOLIDARIEDADE TRIBUTÁRIA. DEVEDORES COOBRIGADOS. TOTAL DO CRÉDITO TRIBUTÁRIO.
Existindo solidariedade tributária, cada devedor solidário está obrigado pela dívida toda, sendo incabível, a princípio, o fracionamento da obrigação."
PEDRO OMETTO S A ADMINISTRACAO E PARTICIPACOES,10880.726733/2012-13,2012,RECURSO DE OFÍCIO,1301-002.122,13/09/2016,ROBERTO SILVA JUNIOR,"Vistos, relatados e discutidos os presentes autos.
Acordam os membros do colegiado, por unanimidade de votos, em negar provimento ao recurso de ofício, nos termos do voto do relator. O Conselheiro Flávio Franco Corrêa acompanhou o relator pelas conclusões. Ausente momentaneamente o Conselheiro José Roberto Adelino da Silva.

(assinado digitalmente)
Waldir Veiga Rocha - Presidente.

(assinado digitalmente)
Roberto Silva Junior - Relator.
Participaram da sessão de julgamento os conselheiros Waldir Veiga Rocha, Flávio Franco Correa, José Eduardo Dornelas Souza, Roberto Silva Junior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo e José Roberto Adelino da Silva.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Ano-calendário: 2009
PRECATÓRIOS. RECONHECIMENTO COMO RECEITA. REALIZAÇÃO FINANCEIRA.
Os valores relativos a precatórios, expedidos em execução contra a Fazenda Pública, quando tributáveis, devem ser reconhecidos como receita no momento de realização financeira do direito ou de cessão do crédito, pois antes disso, não se tem a exata definição do valor a ser tributado, salvo nas hipóteses de repetição de indébito, quanto ao valor que tenha sido deduzido da base de cálculo dos tributos.
CSLL, PIS E COFINS. IDENTIDADE DE MATÉRIA FÁTICA. MESMA DECISÃO.
Quando os lançamentos de IRPJ, CSLL, PIS e Cofins recaírem sobre a mesma base fática, há de ser dada a mesma decisão, ressalvados os aspectos específicos inerentes à legislação de cada tributo."
L M LOTERIAS LTDA - ME,11060.000185/2011-25,2011,RECURSO VOLUNTARIO,1301-002.123,13/09/2016,WALDIR VEIGA ROCHA,"Vistos, relatados e discutidos os presentes autos.
ACORDAM os membros do Colegiado, por unanimidade de votos, em DAR provimento PARCIAL ao recurso voluntário, nos termos do voto do Relator, para: (i) afastar integralmente as exigências por fatos geradores ocorridos no ano-calendário 2007; (ii) declarar a insubsistência do Ato Declaratório Executivo DRF/STM 07, de 09/02/2011; e (iii) afastar parcialmente as exigências por fatos geradores ocorridos no ano-calendário 2006, mantendo a incidência exclusivamente sobre valores que totalizam R$20.089,60.
(assinado digitalmente)
Waldir Veiga Rocha  Presidente e Relator

Participaram do presente julgamento os Conselheiros Flávio Franco Corrêa, José Eduardo Dornelas Souza, Roberto Silva Júnior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo, José Roberto Adelino da Silva e Waldir Veiga Rocha.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2008
INSUBSISTÊNCIA DO ATO DE EXCLUSÃO DO SIMPLES. LANÇAMENTO POR ARBITRAMENTO DO LUCRO. IMPROCEDÊNCIA.
Caracterizada a insubsistência do Ato Declaratório Executivo que excluiu o contribuinte do sistema simplificado (Lei nº 9.317/1996), não prospera o lançamento de tributos por arbitramento do lucro.
CONTRIBUINTE OPTANTE PELO SIMPLES NACIONAL. ATO DECLARATÓRIO DE EXCLUSÃO POSTERIOR AO ATO DE LANÇAMENTO. ARBITRAMENTO DO LUCRO. LANÇAMENTO IMPROCEDENTE.
Ao se verificar que o Ato Declaratório que excluiu o contribuinte do SIMPLES NACIONAL (Lei Complementar nº 123/2006) foi lavrado em data muito posterior àquela em que levado a efeito o lançamento tributário na forma de arbitramento do lucro, esse lançamento não pode prosperar. Na data do lançamento, qualquer exigência somente poderia ser feita na forma do sistema simplificado, instituído pela Lei Complementar nº 123/2006.

Assunto: Sistema Integrado de Pagamento de Impostos e Contribuições das Microempresas e das Empresas de Pequeno Porte - Simples
Exercício: 2007
OMISSÃO DE RECEITAS. DEPÓSITOS BANCÁRIOS DE ORIGEM NÃO COMPROVADA. PROCEDÊNCIA PARCIAL.
Caracterizam omissão de receita os valores creditados em conta de depósito ou de investimento mantida junto a instituição financeira, em relação aos quais o titular, regularmente intimado, não comprove, mediante documentação hábil e idônea, coincidente em datas e valores, a origem dos recursos utilizados nessas operações.
Devem ser afastada a tributação incidente sobre os valores para os quais, em sede de diligência, restou comprovada a origem.

Assunto: Normas de Administração Tributária
Exercício: 2008
EXCLUSÃO DO SIMPLES. EXCESSO DE RECEITA BRUTA NO ANO ANTERIOR. INSUBSISTÊNCIA DO ATO DE EXCLUSÃO.
Ao ser mantida somente parte da autuação por omissão de receitas no ano anterior ao da exclusão, e verificando-se que a parcela mantida, somada à receita bruta declarada, não excede ao limite para permanência no sistema simplificado, o Ato Declaratório Executivo que excluiu o contribuinte do sistema a partir do primeiro dia do ano-calendário seguinte deve ser tido por insubsistente."
CLINICA SANTA HELENA LTDA,13502.720618/2013-11,2013,RECURSO VOLUNTARIO,1301-002.124,13/09/2016,WALDIR VEIGA ROCHA,"Vistos, relatados e discutidos os presentes autos.
ACORDAM os membros do Colegiado: (i) No que se refere ao recurso voluntário apresentado pelo responsável tributário Sr. Eládio Galdino Vilela de Souza, por unanimidade de votos, conhecer do recurso tão somente quanto aos argumentos que se opõem à declaração de intempestividade da impugnação e de revelia processual, e NEGAR-LHE provimento. Quanto aos demais argumentos, não conhecer. (ii) No que se refere ao recurso voluntário apresentado pela contribuinte Clínica Santa Helena Ltda., por unanimidade de votos, rejeitar as preliminares e, no mérito, DAR provimento PARCIAL para reduzir as multas aplicadas ao percentual qualificado de 150%.
(assinado digitalmente)
Waldir Veiga Rocha - Presidente e Relator

Participaram do presente julgamento os Conselheiros Flávio Franco Corrêa, José Eduardo Dornelas Souza, Roberto Silva Júnior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo, José Roberto Adelino da Silva e Waldir Veiga Rocha.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2011
OMISSÃO DE RECEITAS. DEPÓSITOS BANCÁRIOS DE ORIGEM NÃO COMPROVADA.
Caracterizam omissão de receita os valores creditados em conta de depósito ou de investimento mantida junto a instituição financeira, em relação aos quais o titular, regularmente intimado, não comprove, mediante documentação hábil e idônea, coincidente em datas e valores, a origem dos recursos utilizados nessas operações.
ARBITRAMENTO. ATIVIDADES DIVERSIFICADAS. OMISSÃO DE RECEITAS. IMPOSSIBILIDADE DE IDENTIFICAÇÃO DA ATIVIDADE. PERCENTUAL APLICÁVEL.
No caso de pessoa jurídica com atividades diversificadas tributadas com base no lucro arbitrado, não sendo possível a identificação da atividade a que se refere a receita omitida, esta será adicionada àquela a que corresponder o percentual mais elevado.

Assunto: Normas Gerais de Direito Tributário
Exercício: 2011
MULTA QUALIFICADA. DECLARAÇÕES ZERADAS. PROCEDÊNCIA.
Correta a qualificação da multa de ofício na situação em que o contribuinte entrega diversas DCTFs e DACONs com valores de débitos zerados e DIPJ em que informa receita bruta em montante inferior à metada das receitas apuradas no procedimento de fiscalização. Dessa conduta sobressai o intuito de impedir que a autoridade fazendária tome conhecimento da ocorrência do fato gerador tributário.
MULTA AGRAVADA. FALTA DE APRESENTAÇÃO DE LIVROS E DOCUMENTOS DA ESCRITURAÇÃO. COEXISTÊNCIA COM ARBITRAMENTO DE LUCROS. IMPOSSIBILIDADE.
A falta de apresentação de livros e documentos da escrituração não justifica, por si só, o agravamento da multa de oficio, quando essa omissão motivou o arbitramento dos lucros. Súmula CARF nº 96.

Assunto: Contribuição para o Financiamento da Seguridade Social - Cofins
Exercício: 2011
FATURAMENTO. EXCLUSÃO DO ISS. IMPOSSIBILIDADE.
O faturamento, correspondente à receita bruta da pessoa jurídica e base de cálculo da contribuição, inclui os tributos incidentes sobre vendas de produtos e serviços, em especial o Imposto sobre Serviços de Qualquer Natureza (ISS). Não havendo previsão legal específica para a exclusão do ISS da base de cálculo da contribuição, a autuação se mostra correta.

Assunto: Contribuição para o PIS/Pasep
Exercício: 2011
FATURAMENTO. EXCLUSÃO DO ISS. IMPOSSIBILIDADE.
O faturamento, correspondente à receita bruta da pessoa jurídica e base de cálculo da contribuição, inclui os tributos incidentes sobre vendas de produtos e serviços, em especial o Imposto sobre Serviços de Qualquer Natureza (ISS). Não havendo previsão legal específica para a exclusão do ISS da base de cálculo da contribuição, a autuação se mostra correta.

Assunto: Processo Administrativo Fiscal
Exercício: 2011
IRREGULARIDADE DA NUMERAÇÃO DE FOLHAS. NULIDADE DO PROCESSO. INOCORRÊNCIA.
Não se verificando qualquer irregularidade na numeração de folhas do processo, rejeita-se a nulidade invocada.
CIÊNCIA DA DECISÃO DE PRIMEIRA INSTÂNCIA. VIA POSTAL.
É válida a ciência da notificação por via postal realizada no domicílio fiscal eleito pelo contribuinte, confirmada com a assinatura do recebedor da correspondência, ainda que este não seja o representante legal do destinatário. Ademais, qualquer hipotética irregularidade já teria sido sanada pela apresentação tempestiva do recurso voluntário.
TERMO DE VERIFICAÇÃO FISCAL. ALEGAÇÃO DE NULIDADE. IMPROCEDÊNCIA.
O uso de um documento em separado do auto de infração para a descrição detalhada e minuciosa dos procedimentos fiscais, fatos constatados e infrações verificadas não constitui qualquer irregularidade. Antes, milita em favor do direito ao contraditório e à ampla defesa. O termo lavrado e entregue ao contribuinte na mesma data do auto de infração e expressamente tido como sua parte integrante e inseparável não dá margem a nulidade alguma nem viola qualquer princípio constitucional ou processual."
BANCO RABOBANK INTERNATIONAL BRASIL S/A,16327.720207/2014-65,2014,RECURSO VOLUNTARIO,1301-002.134,14/09/2016,WALDIR VEIGA ROCHA,"Vistos, relatados e discutidos os presentes autos.
ACORDAM os membros do Colegiado, por maioria de votos, em NEGAR provimento ao recurso voluntário, vencidos os Conselheiros Marcos Paulo Leme Brisola Caseiro e José Eduardo Dornelas Souza que davam provimento integral e o Conselheiro José Roberto Adelino da Silva que dava provimento parcial apenas para afastar a incidência de juros moratórios sobre a multa de ofício.
(assinado digitalmente)
Waldir Veiga Rocha  Presidente e Relator

Participaram do presente julgamento os Conselheiros Flávio Franco Corrêa, José Eduardo Dornelas Souza, Roberto Silva Júnior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo, José Roberto Adelino da Silva e Waldir Veiga Rocha.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2010
DESPESAS OPERACIONAIS. JUROS SOBRE O CAPITAL PRÓPRIO. DEDUTIBILIDADE.
A remuneração ou não do capital próprio constitui uma faculdade ínsita à esfera de decisão da pessoa jurídica, sendo-lhe lícito, ao decidir pela remuneração, apropriar a despesa no momento que melhor lhe aprouver. Contudo, os efeitos fiscais decorrentes de tal decisão são ditados pela norma tributária de regência. Nos termos do art. 9º da Lei nº 9.249/1995, a observância dos critérios e limites para fins de dedutibilidade deve ser feita no momento em que a despesa com os juros é apropriada ao resultado.
INOBSERVÂNCIA DE REGIME CONTÁBIL. INOCORRÊNCIA.
Não tratando os autos de registro de despesa em período diverso ao de competência, nem de postergação do pagamento do imposto, descabe apreciar os efeitos preconizados pelas normas regulamentares que disciplinam tais matérias (artigos 247 e 273 do RIR/99).

Assunto: Normas Gerais de Direito Tributário
Exercício: 2010
JUROS MORATÓRIOS INCIDENTES SOBRE A MULTA DE OFÍCIO. TAXA SELIC.
A obrigação tributária principal surge com a ocorrência do fato gerador e tem por objeto tanto o pagamento do tributo como a penalidade pecuniária decorrente do seu não pagamento, incluindo a multa de oficio proporcional. O crédito tributário corresponde a toda a obrigação tributária principal, incluindo a multa de oficio proporcional, sobre o qual, assim, devem incidir os juros de mora à taxa Selic."
REFLORESTADORA BOM SUCESSO LTDA,10980.006088/2009-87,2009,RECURSO VOLUNTARIO,1301-002.125,13/09/2016,WALDIR VEIGA ROCHA,"Vistos, relatados e discutidos os presentes autos.
ACORDAM os membros do Colegiado, por unanimidade de votos, em NEGAR provimento ao recurso voluntário.
(assinado digitalmente)
Waldir Veiga Rocha - Presidente e Relator

Participaram do presente julgamento os Conselheiros Flávio Franco Corrêa, José Eduardo Dornelas Souza, Roberto Silva Júnior, Marcos Paulo Leme Brisola Caseiro, Milene de Araújo Macedo, José Roberto Adelino da Silva e Waldir Veiga Rocha.","Assunto: Imposto sobre a Renda de Pessoa Jurídica - IRPJ
Exercício: 2004, 2005, 2006, 2007
SIGILO BANCÁRIO. AUTORIZAÇÃO DO PODER JUDICIÁRIO. REGULARIDADE.
Ao restar comprovado que o acesso aos dados bancários da interessada se deu mediante regular autorização do Poder Judiciário, não se há de cogitar de qualquer ilegalidade ou nulidade.
ARBITRAMENTO. GRAVES IRREGULARIDADES NA CONTABILIDADE. FALTA DE APRESENTAÇÃO DE DOCUMENTOS. ALEGAÇÃO DE TRIBUTOS JÁ PAGOS. IMPROCEDÊNCIA.
Correto o arbitramento dos lucros ao se constatar graves e extensas irregularidades na contabilidade e a falta de apresentação de documentos em todos os anos fiscalizados, com o que inviabilizada a apuração do lucro por forma diversa. Igualmente improcedentes as alegações de que os tributos já teriam sido pagos, vez que os pagamentos foram considerados por ocasião do lançamento.
OMISSÃO DE RECEITAS. CIRCULARIZAÇÃO DE CLIENTES. NOTAS FISCAIS NÃO ESCRITURADAS. LANÇAMENTO PROCEDENTE.
Correto o lançamento para exigir tributos incidentes sobre receitas omitidas, apuradas por prova direta, mediante circularização junto a clientes da fiscalizada, quando foi verificado grande número de notas fiscais de vendas não escrituradas.
OMISSÃO DE RECEITAS. DEPÓSITOS BANCÁRIOS DE ORIGEM NÃO COMPROVADA.
Caracterizam omissão de receita os valores creditados em conta de depósito ou de investimento mantida junto a instituição financeira, em relação aos quais o titular, regularmente intimado, não comprove, mediante documentação hábil e idônea, coincidente em datas e valores, a origem dos recursos utilizados nessas operações.
CSLL. PIS. COFINS. LANÇAMENTOS REFLEXOS.
Mantido o lançamento principal de IRPJ, igual sorte devem ter os lançamentos reflexos, com idêntica fundamentação.
MULTA QUALIFICADA. SONEGAÇÃO.
A enorme quantidade de notas fiscais de vendas de emissão da interessada, não escrituradas, apuradas mediante procedimento de circularização junto aos clientes, afasta qualquer possibilidade de mero equívoco e denota procedimento sistemático e intencional. Presente a intenção consciente de impedir ou retardar o conhecimento do fato gerador tributário por parte da autoridade fazendária, com o que se revela correta a aplicação da multa qualificada de 150%.

Assunto: Processo Administrativo Fiscal
Exercício: 2004, 2005, 2006, 2007
MULTA DE OFÍCIO. ALEGAÇÃO DE INCONSTITUCIONALIDADE. INCOMPETÊNCIA DO CARF.
O CARF não é competente para se pronunciar sobre a inconstitucionalidade de lei tributária.
MATÉRIA PRECLUSA.
Questões não provocadas a debate em primeira instância, quando se instaura a fase litigiosa do procedimento administrativo, com a apresentação da petição impugnativa inicial, e somente vêm a ser demandadas na petição de recurso, constituem matérias preclusas das quais não se toma conhecimento, por afrontar o princípio do duplo grau de jurisdição a que está submetido o Processo Administrativo Fiscal.

Assunto: Normas Gerais de Direito Tributário
Exercício: 2004, 2005, 2006, 2007
DECADÊNCIA. TERMO INICIAL. CONDUTA DOLOSA. APLICABILIDADE DO ART. 173, I, DO CTN. DECISÃO DO STJ NO REGIME DO ART. 543-C DO CPC. APLICABILIDADE DO ART. 62, § 2º, DO RICARF.
O prazo decadencial quinquenal para o Fisco constituir o crédito tributário (lançamento de ofício) conta-se do primeiro dia do exercício seguinte àquele em que o lançamento poderia ter sido efetuado, nos casos em que a lei não prevê o pagamento antecipado da exação ou quando, a despeito da previsão legal, o mesmo inocorre, sem a constatação de dolo, fraude ou simulação do contribuinte, inexistindo declaração prévia do débito. Decisão do Superior Tribunal de Justiça no REsp nº 973.733, no regime do art. 543-C do CPC. Aplicabilidade do art. 62, § 2º, do Regimento Interno do CARF. No caso vertente, a conduta dolosa, comprovada nos autos, conduz à aplicação do art. 173, I, do CTN, com o que se constata a correção do quanto decidido em primeira instância, quanto a esta matéria.
JUROS MORATÓRIOS. TAXA SELIC.
A partir de 1º de abril de 1995, os juros moratórios incidentes sobre débitos tributários administrados pela Secretaria da Receita Federal são devidos, no período de inadimplência, à taxa referencial do Sistema Especial de Liquidação e Custódia - SELIC para títulos federais.
TAXA SELIC. ALEGAÇÃO DE ACUMULAÇÃO COM APLICAÇÃO DE CORREÇÃO MONETÁRIA E JUROS MORATÓRIOS. IMPROCEDÊNCIA.
A correção monetária se encontra extinta desde 01/01/1996. A taxa SELIC é usada para cálculo dos juros moratórios, em regime de juros simples, não compostos. Alegação improcedente."
